Fecha;HORA;PAB01_PTR_I02_PV
27/12/2022;23:00:00;3.74655
27/12/2022;23:10:00;3.74743
27/12/2022;23:20:00;3.74226
27/12/2022;23:30:00;3.7371
27/12/2022;23:40:00;3.73862
27/12/2022;23:50:00;3.73304
28/12/2022;0:00:00;3.74113
28/12/2022;0:10:00;3.7497
28/12/2022;0:20:00;3.76799
28/12/2022;0:30:00;3.78515
28/12/2022;0:40:00;3.79515
28/12/2022;0:50:00;3.79132
28/12/2022;1:00:00;3.80023
28/12/2022;1:10:00;3.80319
28/12/2022;1:20:00;3.81171
28/12/2022;1:30:00;3.83243
28/12/2022;1:40:00;3.83879
28/12/2022;1:50:00;3.84408
28/12/2022;2:00:00;3.83483
28/12/2022;2:10:00;3.80865
28/12/2022;2:20:00;3.84659
28/12/2022;2:30:00;4.72181
28/12/2022;2:40:00;5.15963
28/12/2022;2:50:00;5.33106
28/12/2022;3:00:00;5.39607
28/12/2022;3:10:00;5.41329
28/12/2022;3:20:00;5.4296
28/12/2022;3:30:00;5.44198
28/12/2022;3:40:00;5.44916
28/12/2022;3:50:00;5.4574
28/12/2022;4:00:00;5.46366
28/12/2022;4:10:00;5.4639
28/12/2022;4:20:00;5.48814
28/12/2022;4:30:00;5.49291
28/12/2022;4:40:00;5.4911
28/12/2022;4:50:00;5.48945
28/12/2022;5:00:00;5.48983
28/12/2022;5:10:00;5.48433
28/12/2022;5:20:00;5.48647
28/12/2022;5:30:00;5.49423
28/12/2022;5:40:00;5.49517
28/12/2022;5:50:00;5.49135
28/12/2022;6:00:00;5.48377
28/12/2022;6:10:00;5.48197
28/12/2022;6:20:00;5.45845
28/12/2022;6:30:00;5.4328
28/12/2022;6:40:00;5.42443
28/12/2022;6:50:00;5.41905
28/12/2022;7:00:00;5.41052
28/12/2022;7:10:00;5.40234
28/12/2022;7:20:00;5.42075
28/12/2022;7:30:00;5.43124
28/12/2022;7:40:00;5.4395
28/12/2022;7:50:00;4.94952
28/12/2022;8:00:00;4.31244
28/12/2022;8:10:00;4.04287
28/12/2022;8:20:00;3.85567
28/12/2022;8:30:00;3.70155
28/12/2022;8:40:00;3.59682
28/12/2022;8:50:00;3.51444
28/12/2022;9:00:00;3.46651
28/12/2022;9:10:00;3.44667
28/12/2022;9:20:00;3.41948
28/12/2022;9:30:00;3.40225
28/12/2022;9:40:00;3.39319
28/12/2022;9:50:00;3.39455
28/12/2022;10:00:00;3.39438
28/12/2022;10:10:00;3.40424
28/12/2022;10:20:00;3.47857
28/12/2022;10:30:00;3.63643
28/12/2022;10:40:00;3.75719
28/12/2022;10:50:00;3.82482
28/12/2022;11:00:00;3.86477
28/12/2022;11:10:00;3.91113
28/12/2022;11:20:00;3.92086
28/12/2022;11:30:00;3.87878
28/12/2022;11:40:00;3.85655
28/12/2022;11:50:00;3.82854
28/12/2022;12:00:00;3.78629
28/12/2022;12:10:00;3.75908
28/12/2022;12:20:00;3.76809
28/12/2022;12:30:00;3.79422
28/12/2022;12:40:00;3.80262
28/12/2022;12:50:00;3.82137
28/12/2022;13:00:00;3.84408
28/12/2022;13:10:00;3.85643
28/12/2022;13:20:00;3.88388
28/12/2022;13:30:00;3.92235
28/12/2022;13:40:00;3.94018
28/12/2022;13:50:00;3.95838
28/12/2022;14:00:00;3.96907
28/12/2022;14:10:00;3.97573
28/12/2022;14:20:00;3.98363
28/12/2022;14:30:00;3.98505
28/12/2022;14:40:00;3.97734
28/12/2022;14:50:00;3.97455
28/12/2022;15:00:00;3.96322
28/12/2022;15:10:00;3.96242
28/12/2022;15:20:00;3.96429
28/12/2022;15:30:00;3.95534
28/12/2022;15:40:00;3.95842
28/12/2022;15:50:00;3.96074
28/12/2022;16:00:00;3.96231
28/12/2022;16:10:00;3.96479
28/12/2022;16:20:00;3.95615
28/12/2022;16:30:00;3.93837
28/12/2022;16:40:00;3.92663
28/12/2022;16:50:00;3.91534
28/12/2022;17:00:00;3.91446
28/12/2022;17:10:00;3.91591
28/12/2022;17:20:00;3.91202
28/12/2022;17:30:00;3.90929
28/12/2022;17:40:00;3.90543
28/12/2022;17:50:00;3.89931
28/12/2022;18:00:00;3.88636
28/12/2022;18:10:00;3.87417
28/12/2022;18:20:00;3.89542
28/12/2022;18:30:00;3.92344
28/12/2022;18:40:00;3.93832
28/12/2022;18:50:00;3.94065
28/12/2022;19:00:00;3.92631
28/12/2022;19:10:00;3.92088
28/12/2022;19:20:00;3.92605
28/12/2022;19:30:00;3.9355
28/12/2022;19:40:00;3.96442
28/12/2022;19:50:00;3.97929
28/12/2022;20:00:00;3.99297
28/12/2022;20:10:00;3.99902
28/12/2022;20:20:00;3.99079
28/12/2022;20:30:00;3.95527
28/12/2022;20:40:00;3.94765
28/12/2022;20:50:00;3.94531
28/12/2022;21:00:00;3.93837
28/12/2022;21:10:00;3.94247
28/12/2022;21:20:00;3.93935
28/12/2022;21:30:00;3.93558
28/12/2022;21:40:00;3.93514
28/12/2022;21:50:00;3.91627
28/12/2022;22:00:00;3.87865
28/12/2022;22:10:00;3.8355
28/12/2022;22:20:00;3.76609
28/12/2022;22:30:00;3.62235
28/12/2022;22:40:00;3.53377
28/12/2022;22:50:00;3.49184
28/12/2022;23:00:00;3.47501
28/12/2022;23:10:00;3.46365
28/12/2022;23:20:00;3.45204
28/12/2022;23:30:00;3.44388
28/12/2022;23:40:00;3.44208
28/12/2022;23:50:00;3.45153
29/12/2022;0:00:00;3.45269
29/12/2022;0:10:00;3.47051
29/12/2022;0:20:00;3.53258
29/12/2022;0:30:00;3.58534
29/12/2022;0:40:00;3.62689
29/12/2022;0:50:00;3.67174
29/12/2022;1:00:00;3.69733
29/12/2022;1:10:00;3.71555
29/12/2022;1:20:00;3.74888
29/12/2022;1:30:00;3.77948
29/12/2022;1:40:00;3.80347
29/12/2022;1:50:00;3.80193
29/12/2022;2:00:00;3.79484
29/12/2022;2:10:00;3.78692
29/12/2022;2:20:00;3.73956
29/12/2022;2:30:00;3.71876
29/12/2022;2:40:00;3.7047
29/12/2022;2:50:00;3.7105
29/12/2022;3:00:00;3.72227
29/12/2022;3:10:00;3.72423
29/12/2022;3:20:00;3.72721
29/12/2022;3:30:00;3.72259
29/12/2022;3:40:00;3.73513
29/12/2022;3:50:00;3.75434
29/12/2022;4:00:00;3.75689
29/12/2022;4:10:00;3.75952
29/12/2022;4:20:00;3.7915
29/12/2022;4:30:00;3.80601
29/12/2022;4:40:00;3.80415
29/12/2022;4:50:00;3.80215
29/12/2022;5:00:00;3.79155
29/12/2022;5:10:00;3.79528
29/12/2022;5:20:00;3.79528
29/12/2022;5:30:00;3.78592
29/12/2022;5:40:00;3.79512
29/12/2022;5:50:00;3.806
29/12/2022;6:00:00;3.80747
29/12/2022;6:10:00;3.81528
29/12/2022;6:20:00;3.81116
29/12/2022;6:30:00;3.79838
29/12/2022;6:40:00;3.79552
29/12/2022;6:50:00;3.7866
29/12/2022;7:00:00;3.7866
29/12/2022;7:10:00;3.78936
29/12/2022;7:20:00;3.78065
29/12/2022;7:30:00;3.78067
29/12/2022;7:40:00;3.78228
29/12/2022;7:50:00;3.76985
29/12/2022;8:00:00;3.76809
29/12/2022;8:10:00;3.76637
29/12/2022;8:20:00;3.7683
29/12/2022;8:30:00;3.7719
29/12/2022;8:40:00;3.75614
29/12/2022;8:50:00;3.71574
29/12/2022;9:00:00;3.69612
29/12/2022;9:10:00;3.67802
29/12/2022;9:20:00;3.65291
29/12/2022;9:30:00;3.64258
29/12/2022;9:40:00;3.63418
29/12/2022;9:50:00;3.62429
29/12/2022;10:00:00;3.62205
29/12/2022;10:10:00;3.65321
29/12/2022;10:20:00;3.73978
29/12/2022;10:30:00;3.86733
29/12/2022;10:40:00;3.97803
29/12/2022;10:50:00;4.04243
29/12/2022;11:00:00;4.06924
29/12/2022;11:10:00;4.07396
29/12/2022;11:20:00;4.07392
29/12/2022;11:30:00;4.03845
29/12/2022;11:40:00;4.01846
29/12/2022;11:50:00;4.01842
29/12/2022;12:00:00;4.01848
29/12/2022;12:10:00;4.01858
29/12/2022;12:20:00;4.01985
29/12/2022;12:30:00;4.00982
29/12/2022;12:40:00;4.00356
29/12/2022;12:50:00;3.97214
29/12/2022;13:00:00;3.94501
29/12/2022;13:10:00;3.92985
29/12/2022;13:20:00;3.89703
29/12/2022;13:30:00;3.84685
29/12/2022;13:40:00;3.81728
29/12/2022;13:50:00;3.82081
29/12/2022;14:00:00;3.82471
29/12/2022;14:10:00;3.8362
29/12/2022;14:20:00;3.84
29/12/2022;14:30:00;3.83553
29/12/2022;14:40:00;3.84152
29/12/2022;14:50:00;3.819
29/12/2022;15:00:00;3.78484
29/12/2022;15:10:00;3.76756
29/12/2022;15:20:00;3.77206
29/12/2022;15:30:00;3.77508
29/12/2022;15:40:00;3.76719
29/12/2022;15:50:00;3.75566
29/12/2022;16:00:00;3.71603
29/12/2022;16:10:00;3.68834
29/12/2022;16:20:00;3.74327
29/12/2022;16:30:00;3.8325
29/12/2022;16:40:00;3.88218
29/12/2022;16:50:00;3.90114
29/12/2022;17:00:00;3.90744
29/12/2022;17:10:00;3.90877
29/12/2022;17:20:00;3.90436
29/12/2022;17:30:00;3.88266
29/12/2022;17:40:00;3.85522
29/12/2022;17:50:00;3.85103
29/12/2022;18:00:00;3.85167
29/12/2022;18:10:00;3.85406
29/12/2022;18:20:00;3.80576
29/12/2022;18:30:00;3.70713
29/12/2022;18:40:00;3.64783
29/12/2022;18:50:00;3.60799
29/12/2022;19:00:00;3.57337
29/12/2022;19:10:00;3.55635
29/12/2022;19:20:00;3.59584
29/12/2022;19:30:00;3.6885
29/12/2022;19:40:00;3.72866
29/12/2022;19:50:00;3.75613
29/12/2022;20:00:00;3.77733
29/12/2022;20:10:00;3.78955
29/12/2022;20:20:00;3.79209
29/12/2022;20:30:00;3.76168
29/12/2022;20:40:00;3.74641
29/12/2022;20:50:00;3.7512
29/12/2022;21:00:00;3.75217
29/12/2022;21:10:00;3.75452
29/12/2022;21:20:00;3.76548
29/12/2022;21:30:00;3.77098
29/12/2022;21:40:00;3.77962
29/12/2022;21:50:00;3.81377
29/12/2022;22:00:00;3.83269
29/12/2022;22:10:00;3.85099
29/12/2022;22:20:00;3.89257
29/12/2022;22:30:00;3.91923
29/12/2022;22:40:00;3.92674
29/12/2022;22:50:00;3.933
29/12/2022;23:00:00;3.93531
29/12/2022;23:10:00;3.94261
29/12/2022;23:20:00;3.92034
29/12/2022;23:30:00;3.90143
29/12/2022;23:40:00;3.92941
29/12/2022;23:50:00;3.94659
30/12/2022;0:00:00;3.96539
30/12/2022;0:10:00;3.97527
30/12/2022;0:20:00;3.98321
30/12/2022;0:30:00;3.97379
30/12/2022;0:40:00;3.97113
30/12/2022;0:50:00;3.98022
30/12/2022;1:00:00;3.98505
30/12/2022;1:10:00;3.98953
30/12/2022;1:20:00;4.00856
30/12/2022;1:30:00;3.9712
30/12/2022;1:40:00;2.43614
30/12/2022;1:50:00;1.48702
30/12/2022;2:00:00;1.57442
30/12/2022;2:10:00;1.66001
30/12/2022;2:20:00;1.49958
30/12/2022;2:30:00;1.64945
30/12/2022;2:40:00;1.54895
30/12/2022;2:50:00;1.58242
30/12/2022;3:00:00;1.59677
30/12/2022;3:10:00;1.54825
30/12/2022;3:20:00;1.61002
30/12/2022;3:30:00;1.58561
30/12/2022;3:40:00;1.57994
30/12/2022;3:50:00;1.59372
30/12/2022;4:00:00;1.5678
30/12/2022;4:10:00;1.90283
30/12/2022;4:20:00;3.56914
30/12/2022;4:30:00;5.0592
30/12/2022;4:40:00;5.46669
30/12/2022;4:50:00;5.52583
30/12/2022;5:00:00;5.53105
30/12/2022;5:10:00;5.54034
30/12/2022;5:20:00;5.55094
30/12/2022;5:30:00;5.55721
30/12/2022;5:40:00;5.55721
30/12/2022;5:50:00;5.55814
30/12/2022;6:00:00;5.54662
30/12/2022;6:10:00;5.53795
30/12/2022;6:20:00;5.54598
30/12/2022;6:30:00;5.54436
30/12/2022;6:40:00;5.54971
30/12/2022;6:50:00;5.55614
30/12/2022;7:00:00;5.56705
30/12/2022;7:10:00;5.56107
30/12/2022;7:20:00;5.5644
30/12/2022;7:30:00;5.56947
30/12/2022;7:40:00;5.57062
30/12/2022;7:50:00;5.57263
30/12/2022;8:00:00;5.57947
30/12/2022;8:10:00;5.58186
30/12/2022;8:20:00;5.58505
30/12/2022;8:30:00;5.60617
30/12/2022;8:40:00;5.6153
30/12/2022;8:50:00;5.61149
30/12/2022;9:00:00;5.58857
30/12/2022;9:10:00;5.58076
30/12/2022;9:20:00;5.58225
30/12/2022;9:30:00;5.57834
30/12/2022;9:40:00;5.57291
30/12/2022;9:50:00;5.56267
30/12/2022;10:00:00;5.43052
30/12/2022;10:10:00;2.7333
30/12/2022;10:20:00;1.14248
30/12/2022;10:30:00;1.79313
30/12/2022;10:40:00;1.48613
30/12/2022;10:50:00;1.56336
30/12/2022;11:00:00;1.64497
30/12/2022;11:10:00;1.49297
30/12/2022;11:20:00;1.63355
30/12/2022;11:30:00;1.86226
30/12/2022;11:40:00;3.1141
30/12/2022;11:50:00;3.57999
30/12/2022;12:00:00;3.7268
30/12/2022;12:10:00;3.78349
30/12/2022;12:20:00;3.81505
30/12/2022;12:30:00;3.82825
30/12/2022;12:40:00;3.83383
30/12/2022;12:50:00;3.83821
30/12/2022;13:00:00;3.84403
30/12/2022;13:10:00;3.84943
30/12/2022;13:20:00;3.85094
30/12/2022;13:30:00;3.8369
30/12/2022;13:40:00;3.81492
30/12/2022;13:50:00;3.79973
30/12/2022;14:00:00;3.79644
30/12/2022;14:10:00;3.79639
30/12/2022;14:20:00;3.79711
30/12/2022;14:30:00;3.80115
30/12/2022;14:40:00;3.81942
30/12/2022;14:50:00;3.82657
30/12/2022;15:00:00;3.8429
30/12/2022;15:10:00;3.86783
30/12/2022;15:20:00;3.88021
30/12/2022;15:30:00;3.89693
30/12/2022;15:40:00;3.91866
30/12/2022;15:50:00;3.91686
30/12/2022;16:00:00;3.9169
30/12/2022;16:10:00;3.91712
30/12/2022;16:20:00;3.91395
30/12/2022;16:30:00;3.91294
30/12/2022;16:40:00;3.90124
30/12/2022;16:50:00;3.89339
30/12/2022;17:00:00;3.87416
30/12/2022;17:10:00;3.8625
30/12/2022;17:20:00;3.85395
30/12/2022;17:30:00;3.84035
30/12/2022;17:40:00;3.8023
30/12/2022;17:50:00;3.77757
30/12/2022;18:00:00;3.76577
30/12/2022;18:10:00;3.76281
30/12/2022;18:20:00;3.75957
30/12/2022;18:30:00;3.75645
30/12/2022;18:40:00;3.76066
30/12/2022;18:50:00;3.78955
30/12/2022;19:00:00;3.81683
30/12/2022;19:10:00;3.83395
30/12/2022;19:20:00;3.84349
30/12/2022;19:30:00;3.83612
30/12/2022;19:40:00;3.80039
30/12/2022;19:50:00;3.77776
30/12/2022;20:00:00;3.78539
30/12/2022;20:10:00;3.77802
30/12/2022;20:20:00;3.78332
30/12/2022;20:30:00;3.78745
30/12/2022;20:40:00;3.78679
30/12/2022;20:50:00;3.78087
30/12/2022;21:00:00;3.74994
30/12/2022;21:10:00;3.71502
30/12/2022;21:20:00;3.70281
30/12/2022;21:30:00;3.69441
30/12/2022;21:40:00;3.68704
30/12/2022;21:50:00;3.68641
30/12/2022;22:00:00;3.68864
30/12/2022;22:10:00;3.68605
30/12/2022;22:20:00;3.69268
30/12/2022;22:30:00;3.65929
30/12/2022;22:40:00;3.58628
30/12/2022;22:50:00;3.5523
30/12/2022;23:00:00;3.52524
30/12/2022;23:10:00;3.52021
30/12/2022;23:20:00;3.51794
30/12/2022;23:30:00;3.53693
30/12/2022;23:40:00;3.56775
30/12/2022;23:50:00;3.57942
31/12/2022;0:00:00;3.59709
31/12/2022;0:10:00;3.59632
31/12/2022;0:20:00;3.59923
31/12/2022;0:30:00;3.65271
31/12/2022;0:40:00;3.73066
31/12/2022;0:50:00;3.77243
31/12/2022;1:00:00;3.80383
31/12/2022;1:10:00;3.82937
31/12/2022;1:20:00;3.85887
31/12/2022;1:30:00;3.88796
31/12/2022;1:40:00;3.92281
31/12/2022;1:50:00;3.94319
31/12/2022;2:00:00;3.94067
31/12/2022;2:10:00;3.91661
31/12/2022;2:20:00;3.88928
31/12/2022;2:30:00;3.87489
31/12/2022;2:40:00;3.87855
31/12/2022;2:50:00;3.8798
31/12/2022;3:00:00;3.88523
31/12/2022;3:10:00;3.88066
31/12/2022;3:20:00;3.8826
31/12/2022;3:30:00;3.89822
31/12/2022;3:40:00;3.88108
31/12/2022;3:50:00;3.86866
31/12/2022;4:00:00;3.8745
31/12/2022;4:10:00;3.88365
31/12/2022;4:20:00;3.8924
31/12/2022;4:30:00;3.90622
31/12/2022;4:40:00;3.91541
31/12/2022;4:50:00;3.9198
31/12/2022;5:00:00;3.92126
31/12/2022;5:10:00;3.92247
31/12/2022;5:20:00;3.9209
31/12/2022;5:30:00;3.90549
31/12/2022;5:40:00;3.88907
31/12/2022;5:50:00;3.88585
31/12/2022;6:00:00;3.86121
31/12/2022;6:10:00;3.85009
31/12/2022;6:20:00;3.84854
31/12/2022;6:30:00;3.85072
31/12/2022;6:40:00;4.50301
31/12/2022;6:50:00;5.1435
31/12/2022;7:00:00;5.35693
31/12/2022;7:10:00;5.43701
31/12/2022;7:20:00;5.4687
31/12/2022;7:30:00;5.47492
31/12/2022;7:40:00;5.47358
31/12/2022;7:50:00;5.46098
31/12/2022;8:00:00;5.46085
31/12/2022;8:10:00;5.47304
31/12/2022;8:20:00;5.46736
31/12/2022;8:30:00;5.41649
31/12/2022;8:40:00;5.37068
31/12/2022;8:50:00;5.35404
31/12/2022;9:00:00;5.35258
31/12/2022;9:10:00;5.35317
31/12/2022;9:20:00;5.34971
31/12/2022;9:30:00;5.32804
31/12/2022;9:40:00;5.30023
31/12/2022;9:50:00;5.26968
31/12/2022;10:00:00;5.25861
31/12/2022;10:10:00;5.26505
31/12/2022;10:20:00;5.31003
31/12/2022;10:30:00;5.36387
31/12/2022;10:40:00;5.43894
31/12/2022;10:50:00;5.48962
31/12/2022;11:00:00;5.52621
31/12/2022;11:10:00;5.54179
31/12/2022;11:20:00;5.54559
31/12/2022;11:30:00;5.53986
31/12/2022;11:40:00;5.51526
31/12/2022;11:50:00;5.4954
31/12/2022;12:00:00;5.48595
31/12/2022;12:10:00;5.48337
31/12/2022;12:20:00;5.48042
31/12/2022;12:30:00;5.48489
31/12/2022;12:40:00;5.48195
31/12/2022;12:50:00;5.46788
31/12/2022;13:00:00;5.43353
31/12/2022;13:10:00;5.39824
31/12/2022;13:20:00;5.38621
31/12/2022;13:30:00;5.1803
31/12/2022;13:40:00;4.48047
31/12/2022;13:50:00;4.20701
31/12/2022;14:00:00;4.0481
31/12/2022;14:10:00;3.93048
31/12/2022;14:20:00;3.8824
31/12/2022;14:30:00;3.8983
31/12/2022;14:40:00;3.91202
31/12/2022;14:50:00;3.90555
31/12/2022;15:00:00;3.90084
31/12/2022;15:10:00;3.89883
31/12/2022;15:20:00;3.89657
31/12/2022;15:30:00;3.9
31/12/2022;15:40:00;3.90588
31/12/2022;15:50:00;3.90571
31/12/2022;16:00:00;3.90529
31/12/2022;16:10:00;3.90542
31/12/2022;16:20:00;3.91274
31/12/2022;16:30:00;3.91466
31/12/2022;16:40:00;3.91724
31/12/2022;16:50:00;3.91518
31/12/2022;17:00:00;3.91344
31/12/2022;17:10:00;3.91244
31/12/2022;17:20:00;3.9135
31/12/2022;17:30:00;3.91284
31/12/2022;17:40:00;3.90796
31/12/2022;17:50:00;3.89912
31/12/2022;18:00:00;3.89954
31/12/2022;18:10:00;3.89605
31/12/2022;18:20:00;3.89112
31/12/2022;18:30:00;3.89894
31/12/2022;18:40:00;3.8995
31/12/2022;18:50:00;3.89943
31/12/2022;19:00:00;3.89793
31/12/2022;19:10:00;3.88923
31/12/2022;19:20:00;3.88818
31/12/2022;19:30:00;3.89265
31/12/2022;19:40:00;3.89092
31/12/2022;19:50:00;3.88816
31/12/2022;20:00:00;3.88549
31/12/2022;20:10:00;3.87314
31/12/2022;20:20:00;3.87603
31/12/2022;20:30:00;3.88315
31/12/2022;20:40:00;3.87545
31/12/2022;20:50:00;3.87579
31/12/2022;21:00:00;3.87482
31/12/2022;21:10:00;3.86946
31/12/2022;21:20:00;3.87491
31/12/2022;21:30:00;3.87127
31/12/2022;21:40:00;3.86718
31/12/2022;21:50:00;3.86716
31/12/2022;22:00:00;3.85923
31/12/2022;22:10:00;3.86185
31/12/2022;22:20:00;3.86226
31/12/2022;22:30:00;3.84988
31/12/2022;22:40:00;3.82379
31/12/2022;22:50:00;3.81308
31/12/2022;23:00:00;3.77378
31/12/2022;23:10:00;3.734
31/12/2022;23:20:00;3.70245
31/12/2022;23:30:00;3.69714
31/12/2022;23:40:00;3.68877
31/12/2022;23:50:00;3.68241
01/01/2023;0:00:00;3.70186
01/01/2023;0:10:00;3.71378
01/01/2023;0:20:00;3.71847
01/01/2023;0:30:00;3.74036
01/01/2023;0:40:00;3.77298
01/01/2023;0:50:00;3.82165
01/01/2023;1:00:00;3.85378
01/01/2023;1:10:00;3.87302
01/01/2023;1:20:00;3.88956
01/01/2023;1:30:00;3.91057
01/01/2023;1:40:00;3.8871
01/01/2023;1:50:00;3.88978
01/01/2023;2:00:00;3.88602
01/01/2023;2:10:00;3.86673
01/01/2023;2:20:00;3.85421
01/01/2023;2:30:00;3.77673
01/01/2023;2:40:00;3.71154
01/01/2023;2:50:00;3.6677
01/01/2023;3:00:00;3.66233
01/01/2023;3:10:00;3.66223
01/01/2023;3:20:00;3.6625
01/01/2023;3:30:00;3.67806
01/01/2023;3:40:00;3.69341
01/01/2023;3:50:00;3.69952
01/01/2023;4:00:00;3.70909
01/01/2023;4:10:00;3.7135
01/01/2023;4:20:00;3.71394
01/01/2023;4:30:00;3.68973
01/01/2023;4:40:00;3.68215
01/01/2023;4:50:00;3.6871
01/01/2023;5:00:00;3.69268
01/01/2023;5:10:00;3.70377
01/01/2023;5:20:00;3.70947
01/01/2023;5:30:00;3.70779
01/01/2023;5:40:00;3.7029
01/01/2023;5:50:00;3.70861
01/01/2023;6:00:00;3.74782
01/01/2023;6:10:00;3.77096
01/01/2023;6:20:00;3.7832
01/01/2023;6:30:00;3.79271
01/01/2023;6:40:00;3.80188
01/01/2023;6:50:00;3.82471
01/01/2023;7:00:00;3.51486
01/01/2023;7:10:00;1.8821
01/01/2023;7:20:00;1.42714
01/01/2023;7:30:00;1.71993
01/01/2023;7:40:00;1.54372
01/01/2023;7:50:00;1.59383
01/01/2023;8:00:00;1.65429
01/01/2023;8:10:00;1.57445
01/01/2023;8:20:00;1.67859
01/01/2023;8:30:00;2.06955
01/01/2023;8:40:00;3.57697
01/01/2023;8:50:00;5.0696
01/01/2023;9:00:00;5.42652
01/01/2023;9:10:00;5.48075
01/01/2023;9:20:00;5.50275
01/01/2023;9:30:00;5.49312
01/01/2023;9:40:00;4.60709
01/01/2023;9:50:00;1.4769
01/01/2023;10:00:00;1.70238
01/01/2023;10:10:00;3.23497
01/01/2023;10:20:00;4.63961
01/01/2023;10:30:00;5.385
01/01/2023;10:40:00;5.52568
01/01/2023;10:50:00;5.54245
01/01/2023;11:00:00;5.58733
01/01/2023;11:10:00;5.63515
01/01/2023;11:20:00;5.62934
01/01/2023;11:30:00;5.61177
01/01/2023;11:40:00;5.58751
01/01/2023;11:50:00;5.58369
01/01/2023;12:00:00;5.59342
01/01/2023;12:10:00;5.60559
01/01/2023;12:20:00;5.60587
01/01/2023;12:30:00;5.61575
01/01/2023;12:40:00;5.64451
01/01/2023;12:50:00;5.65702
01/01/2023;13:00:00;5.6561
01/01/2023;13:10:00;5.64532
01/01/2023;13:20:00;5.27818
01/01/2023;13:30:00;2.31314
01/01/2023;13:40:00;1.24193
01/01/2023;13:50:00;1.84077
01/01/2023;14:00:00;1.5005
01/01/2023;14:10:00;1.62095
01/01/2023;14:20:00;2.5996
01/01/2023;14:30:00;3.44393
01/01/2023;14:40:00;3.72724
01/01/2023;14:50:00;3.83507
01/01/2023;15:00:00;3.88486
01/01/2023;15:10:00;3.8966
01/01/2023;15:20:00;3.90208
01/01/2023;15:30:00;3.89848
01/01/2023;15:40:00;3.883
01/01/2023;15:50:00;3.86642
01/01/2023;16:00:00;3.85452
01/01/2023;16:10:00;3.84868
01/01/2023;16:20:00;3.84982
01/01/2023;16:30:00;3.85599
01/01/2023;16:40:00;3.8623
01/01/2023;16:50:00;3.86416
01/01/2023;17:00:00;3.86614
01/01/2023;17:10:00;3.86764
01/01/2023;17:20:00;3.87089
01/01/2023;17:30:00;3.86897
01/01/2023;17:40:00;3.85494
01/01/2023;17:50:00;3.84176
01/01/2023;18:00:00;3.83343
01/01/2023;18:10:00;3.83269
01/01/2023;18:20:00;3.82907
01/01/2023;18:30:00;4.52629
01/01/2023;18:40:00;5.0735
01/01/2023;18:50:00;5.22954
01/01/2023;19:00:00;5.30364
01/01/2023;19:10:00;5.33393
01/01/2023;19:20:00;5.3458
01/01/2023;19:30:00;5.36559
01/01/2023;19:40:00;5.37164
01/01/2023;19:50:00;5.37411
01/01/2023;20:00:00;5.37167
01/01/2023;20:10:00;5.37238
01/01/2023;20:20:00;5.37105
01/01/2023;20:30:00;5.39021
01/01/2023;20:40:00;5.4325
01/01/2023;20:50:00;5.44339
01/01/2023;21:00:00;5.42701
01/01/2023;21:10:00;5.41511
01/01/2023;21:20:00;5.41558
01/01/2023;21:30:00;5.42226
01/01/2023;21:40:00;4.74768
01/01/2023;21:50:00;4.26656
01/01/2023;22:00:00;4.03676
01/01/2023;22:10:00;3.90997
01/01/2023;22:20:00;3.84561
01/01/2023;22:30:00;3.7346
01/01/2023;22:40:00;3.61019
01/01/2023;22:50:00;3.54303
01/01/2023;23:00:00;3.547
01/01/2023;23:10:00;3.56478
01/01/2023;23:20:00;3.57259
01/01/2023;23:30:00;3.6054
01/01/2023;23:40:00;3.63657
01/01/2023;23:50:00;3.63483
02/01/2023;0:00:00;3.62949
02/01/2023;0:10:00;3.62015
02/01/2023;0:20:00;3.61558
02/01/2023;0:30:00;3.63993
02/01/2023;0:40:00;3.6794
02/01/2023;0:50:00;3.69976
02/01/2023;1:00:00;3.70921
02/01/2023;1:10:00;3.7329
02/01/2023;1:20:00;3.74672
02/01/2023;1:30:00;3.7691
02/01/2023;1:40:00;3.79343
02/01/2023;1:50:00;3.79583
02/01/2023;2:00:00;3.77943
02/01/2023;2:10:00;3.74388
02/01/2023;2:20:00;3.71588
02/01/2023;2:30:00;3.67525
02/01/2023;2:40:00;3.64925
02/01/2023;2:50:00;3.6348
02/01/2023;3:00:00;3.60848
02/01/2023;3:10:00;3.58748
02/01/2023;3:20:00;3.57936
02/01/2023;3:30:00;3.6123
02/01/2023;3:40:00;3.62689
02/01/2023;3:50:00;3.64252
02/01/2023;4:00:00;3.67442
02/01/2023;4:10:00;3.69545
02/01/2023;4:20:00;3.70565
02/01/2023;4:30:00;3.75065
02/01/2023;4:40:00;3.78668
02/01/2023;4:50:00;3.81738
02/01/2023;5:00:00;3.84839
02/01/2023;5:10:00;3.87512
02/01/2023;5:20:00;3.88866
02/01/2023;5:30:00;3.9099
02/01/2023;5:40:00;3.92839
02/01/2023;5:50:00;3.93522
02/01/2023;6:00:00;3.94547
02/01/2023;6:10:00;3.95504
02/01/2023;6:20:00;3.95762
02/01/2023;6:30:00;3.92273
02/01/2023;6:40:00;3.89805
02/01/2023;6:50:00;3.90459
02/01/2023;7:00:00;3.91457
02/01/2023;7:10:00;3.9174
02/01/2023;7:20:00;3.92315
02/01/2023;7:30:00;3.93634
02/01/2023;7:40:00;3.9658
02/01/2023;7:50:00;3.99578
02/01/2023;8:00:00;4.00616
02/01/2023;8:10:00;4.0134
